FID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,Total Population,Total Housing Units,Shape__Area,Shape__Length
338,49,035,113805,49035113805,1138.05,Census Tract,G5020,S,1759284,0,40.645972,-112.0089169,4178,1189,3059046.488,7132.351832
600,49,035,113903,49035113903,1139.03,Census Tract,G5020,S,3956117,0,40.7110645,-112.0773876,5403,1560,6892251.949,10728.72455
420,49,035,113904,49035113904,1139.04,Census Tract,G5020,S,1948532,0,40.7000989,-112.0774311,6039,1815,3393572.984,8516.531336
150,49,035,113905,49035113905,1139.05,Census Tract,G5020,S,3907743,0,40.6892405,-112.0774417,7667,2088,6803553.426,10655.34705
26,49,035,113906,49035113906,1139.06,Census Tract,G5020,S,161029170,163199884,40.8113279,-112.084936,4888,1807,566442357,128924.9198
319,49,035,113908,49035113908,1139.08,Census Tract,G5020,S,1844624,0,40.6978787,-112.0993578,5272,1559,3212397.105,7518.116715
325,49,035,113909,49035113909,1139.09,Census Tract,G5020,S,142041718,43751,40.670634,-112.1558372,4119,1057,247094848.6,69678.38301
107,49,035,114000,49035114000,1140,Census Tract,G5020,S,3153173,0,40.757595,-111.8974571,4344,2929,5501013.938,11694.50469
110,49,035,114100,49035114100,1141,Census Tract,G5020,S,2403137,0,40.7223076,-111.8500682,3582,1820,4188090.945,11389.41181
411,49,035,114200,49035114200,1142,Census Tract,G5020,S,5001638,0,40.6019807,-111.9232809,5161,1936,8685507.434,17574.41257
315,49,035,114301,49035114301,1143.01,Census Tract,G5020,S,1052118,0,40.6310656,-111.9863209,5511,2034,1828610.445,8040.295803
336,49,035,114302,49035114302,1143.02,Census Tract,G5020,S,1178513,0,40.6180772,-112.003791,2833,981,2047509.172,11262.89605
66,49,035,114303,49035114303,1143.03,Census Tract,G5020,S,6819278,0,40.5956009,-112.0454676,10724,2996,11839659.61,14564.87194
369,49,035,114304,49035114304,1143.04,Census Tract,G5020,S,2890975,0,40.6031351,-112.0194816,5801,1883,5020441.137,9952.604076
367,49,035,114500,49035114500,1145,Census Tract,G5020,S,42908499,19163,40.7348775,-111.980084,7487,2237,74850223.76,38705.65541
308,49,035,114601,49035114601,1146.01,Census Tract,G5020,S,2961210,0,40.5309669,-111.9294184,5315,1627,5131418.207,10085.07023
68,49,035,114602,49035114602,1146.02,Census Tract,G5020,S,4756396,0,40.5112671,-111.9271737,2083,676,8237461.895,12460.92545
402,49,035,114700,49035114700,1147,Census Tract,G5020,S,12352866,4663,40.812871,-111.9437678,4620,1498,21597290.47,28835.09536
683,49,035,114800,49035114800,1148,Census Tract,G5020,S,25746339,0,40.802867,-111.8234112,3654,1350,44977902.3,46371.65226
289,49,035,115107,49035115107,1151.07,Census Tract,G5020,S,18882844,0,40.4704655,-112.0594616,6431,1548,32663188.08,31966.41822
597,49,035,115108,49035115108,1151.08,Census Tract,G5020,S,17074433,0,40.4705084,-112.0031479,8083,2205,29535046.84,24118.68562
599,49,035,115109,49035115109,1151.09,Census Tract,G5020,S,35498066,0,40.448922,-111.9766795,7272,2583,61364836.75,53957.9772
320,49,035,115210,49035115210,1152.1,Census Tract,G5020,S,7723519,0,40.5592914,-112.0171672,8274,2867,13395165.17,17055.97041
321,49,035,115211,49035115211,1152.11,Census Tract,G5020,S,18444947,0,40.5626167,-112.0407369,7033,2196,31992863.33,30346.30519
174,49,011,125102,49011125102,1251.02,Census Tract,G5020,S,43043582,41281,41.073798,-111.8736664,4290,1370,75869677.39,45153.40283
280,49,011,125103,49011125103,1251.03,Census Tract,G5020,S,13342073,54197,41.1248492,-111.9428634,7390,2406,23632464.51,38076.41278
176,49,011,125104,49011125104,1251.04,Census Tract,G5020,S,21373287,80535,41.1243401,-111.8669286,6064,1808,37840754.43,31998.13879
384,49,011,125201,49011125201,1252.01,Census Tract,G5020,S,1698132,9401,41.1106555,-112.003154,3548,1085,3010730.023,9091.661557
281,49,011,125301,49011125301,1253.01,Census Tract,G5020,S,2752976,7032,41.1389159,-112.0301041,5386,1879,4870644.5,10759.9497
284,49,011,125304,49011125304,1253.04,Census Tract,G5020,S,3353547,0,41.1462034,-112.0503777,5606,1697,5919334.137,9984.117379
277,49,011,125305,49011125305,1253.05,Census Tract,G5020,S,3904639,0,41.1325888,-112.0500535,6449,2013,6889227.594,10711.96025
391,49,011,125306,49011125306,1253.06,Census Tract,G5020,S,2186592,729,41.1450663,-112.0741865,4335,1257,3860803.848,7910.444516
390,49,011,125307,49011125307,1253.07,Census Tract,G5020,S,12629315,20926,41.1369107,-112.1030532,8734,2458,22323237.14,22198.21935
392,49,011,125407,49011125407,1254.07,Census Tract,G5020,S,10047848,0,41.1100419,-112.0805381,8219,2288,17716014.11,17584.38659
381,49,011,125408,49011125408,1254.08,Census Tract,G5020,S,28892094,98086697,41.1344047,-112.1791968,6670,1772,223918952.6,92036.65145
393,49,011,125409,49011125409,1254.09,Census Tract,G5020,S,2607917,0,41.0845116,-112.0592021,5271,1423,4594645.434,10870.11688
395,49,011,125410,49011125410,1254.1,Census Tract,G5020,S,2169709,0,41.0748643,-112.0565717,4223,1118,3821494.441,10438.24497
380,49,011,125411,49011125411,1254.11,Census Tract,G5020,S,187211708,720765178,40.9581019,-112.2134044,6523,1921,1594160781,165547.9103
396,49,011,125412,49011125412,1254.12,Census Tract,G5020,S,1284865,0,41.0819375,-112.0309448,2918,800,2263508.477,6398.388491
385,49,011,125413,49011125413,1254.13,Census Tract,G5020,S,3829138,0,41.0724679,-112.037294,6232,1615,6743749.02,12531.99652
153,49,011,125414,49011125414,1254.14,Census Tract,G5020,S,1772854,0,41.0817256,-112.0135711,5271,1351,3123157.152,7320.745966
383,49,011,125415,49011125415,1254.15,Census Tract,G5020,S,3423617,3448,41.0711011,-112.0214594,5093,1358,6035359.648,13454.97461
33,49,011,125501,49011125501,1255.01,Census Tract,G5020,S,3897928,1318,41.1170978,-112.055373,6741,2075,6875936.945,10700.92318
34,49,011,125502,49011125502,1255.02,Census Tract,G5020,S,3299142,10741,41.1159395,-112.0337929,5555,1799,5836933.156,11003.25369
35,49,011,125503,49011125503,1255.03,Census Tract,G5020,S,2602631,0,41.096391,-112.0549463,5657,1543,4586980.57,8568.914458
39,49,011,125600,49011125600,1256,Census Tract,G5020,S,4025660,33921,41.0974082,-112.034103,239,89,7154912.25,11217.08554
673,49,011,125701,49011125701,1257.01,Census Tract,G5020,S,3258708,9463,41.0957619,-112.0112093,4972,2004,5760289.59,11439.41769
674,49,011,125702,49011125702,1257.02,Census Tract,G5020,S,2092290,12413,41.112387,-112.0167865,3943,1455,3711186.652,9743.910755
40,49,011,125801,49011125801,1258.01,Census Tract,G5020,S,3377988,18304,41.0821093,-111.9966128,7086,2697,5983113.645,11875.98749
41,49,011,125804,49011125804,1258.04,Census Tract,G5020,S,6255092,95333,41.09798,-111.9349108,6480,1952,11192416.07,15782.4822
178,49,011,125805,49011125805,1258.05,Census Tract,G5020,S,3353333,5165,41.0810691,-111.9713025,6377,2190,5916670.324,10453.87209
676,49,011,125807,49011125807,1258.07,Census Tract,G5020,S,1841062,633,41.0956624,-111.9623325,3675,1370,3245872.184,7341.327541
387,49,011,125809,49011125809,1258.09,Census Tract,G5020,S,1824281,19779,41.0998942,-111.9826798,4513,2231,3250334.27,8929.258491
388,49,011,125810,49011125810,1258.1,Census Tract,G5020,S,1393219,1741,41.0937088,-111.9909529,2875,1283,2458376.926,8839.881858
44,49,011,125905,49011125905,1259.05,Census Tract,G5020,S,4628455,88820,41.071999,-111.9233153,6701,2475,8307439.129,15411.40452
45,49,011,125906,49011125906,1259.06,Census Tract,G5020,S,5462485,102539,41.0580119,-111.9383884,7987,2554,9797188.746,16209.29579
681,49,011,125907,49011125907,1259.07,Census Tract,G5020,S,2821988,17283,41.0843097,-111.9431112,2596,834,5002170.566,13718.55988
672,49,011,125908,49011125908,1259.08,Census Tract,G5020,S,3215122,0,41.0827824,-111.9272124,5201,1670,5664126.422,14765.45369
678,49,011,126001,49011126001,1260.01,Census Tract,G5020,S,4476742,3867,41.067973,-111.9725951,5835,2156,7889088.82,15686.01068
675,49,011,126002,49011126002,1260.02,Census Tract,G5020,S,9187504,11501,41.0593643,-111.9930684,7994,2199,16193448.84,17565.09204
282,49,011,126101,49011126101,1261.01,Census Tract,G5020,S,6110573,60844,41.0490821,-111.924757,6670,2232,10860490.2,15558.79276
29,49,011,126105,49011126105,1261.05,Census Tract,G5020,S,3556456,76982,41.0169798,-111.9307349,6436,1725,6388332.781,11195.23635
389,49,011,126106,49011126106,1261.06,Census Tract,G5020,S,5465861,2422,41.0266687,-111.9505584,4590,1063,9616449.422,19207.69867
376,49,011,126107,49011126107,1261.07,Census Tract,G5020,S,2889142,0,41.0415722,-111.9811905,3889,995,5083514.977,11710.02865
379,49,011,126108,49011126108,1261.08,Census Tract,G5020,S,19795018,23044,41.0154221,-111.9724899,6625,1516,34843343.87,26440.16765
30,49,011,126203,49011126203,1262.03,Census Tract,G5020,S,4525357,19310,41.0039456,-111.8997821,4517,1348,7987299.875,13881.15535
279,49,011,126204,49011126204,1262.04,Census Tract,G5020,S,59824943,49280,40.9858167,-111.8435325,5304,1688,105199414.4,52996.03684
386,49,011,126205,49011126205,1262.05,Census Tract,G5020,S,5581484,15702,40.9949655,-111.9213404,6615,2232,9835140.066,18505.3678
377,49,011,126206,49011126206,1262.06,Census Tract,G5020,S,23755427,48358640,40.9284406,-111.9678556,7040,1800,126561057,53570.40266
177,49,011,126303,49011126303,1263.03,Census Tract,G5020,S,16835928,7693,40.9476508,-111.8629736,4723,1359,29555362.63,26918.47679
31,49,011,126304,49011126304,1263.04,Census Tract,G5020,S,13521633,470763,40.9327483,-111.9017149,6955,2255,24540813.21,28858.74683
175,49,011,126305,49011126305,1263.05,Census Tract,G5020,S,15113395,8339,40.9287357,-111.8541038,2556,777,26517112.28,28361.33651
32,49,011,126306,49011126306,1263.06,Census Tract,G5020,S,3920044,0,40.917751,-111.8817843,7585,2885,6871758.715,10668.40467
278,49,011,126402,49011126402,1264.02,Census Tract,G5020,S,67632465,19196,40.8698533,-111.7919085,3606,1096,118450163.3,58958.17598
179,49,011,126404,49011126404,1264.04,Census Tract,G5020,S,13497127,8233,40.8319287,-111.87646,8413,2845,23615029.56,25852.44134
670,49,011,126405,49011126405,1264.05,Census Tract,G5020,S,2514449,2123,40.8461786,-111.883089,3779,1150,4402149.156,11739.60647
669,49,011,126406,49011126406,1264.06,Census Tract,G5020,S,2070310,3200,40.8496259,-111.8972959,4770,1675,3627385.348,9414.470142
170,49,011,126500,49011126500,1265,Census Tract,G5020,S,3776988,10898,40.8948523,-111.8619051,6551,2031,6635418.289,12748.72528
171,49,011,126600,49011126600,1266,Census Tract,G5020,S,2447881,0,40.8999263,-111.8826698,5502,2107,4288791.223,8568.664347
172,49,011,126700,49011126700,1267,Census Tract,G5020,S,2143828,0,40.8890348,-111.8844449,4218,1803,3754849.488,8122.188969
173,49,011,126801,49011126801,1268.01,Census Tract,G5020,S,2637051,20437,40.8781951,-111.8611951,3534,1079,4652832.586,9846.948766
182,49,011,126802,49011126802,1268.02,Census Tract,G5020,S,2950458,5466,40.8646374,-111.8640926,5052,1629,5173297.824,10135.51547
183,49,011,126901,49011126901,1269.01,Census Tract,G5020,S,3509508,0,40.8759735,-111.8861761,6123,2515,6144398.961,12535.9858
184,49,011,126902,49011126902,1269.02,Census Tract,G5020,S,3301150,4163,40.8622969,-111.8836814,7142,2541,5784596.168,10053.90553
164,49,011,127002,49011127002,1270.02,Census Tract,G5020,S,13559460,164837,40.843794,-111.9294107,8272,2788,24004893.59,23337.13149
276,49,011,127003,49011127003,1270.03,Census Tract,G5020,S,24820196,1700920,40.8868754,-111.9377429,8446,2584,46447957.23,40047.42586
382,49,011,127005,49011127005,1270.05,Census Tract,G5020,S,3813929,1858,40.8736318,-111.9197301,3899,1119,6680008.684,10642.31508
394,49,011,127006,49011127006,1270.06,Census Tract,G5020,S,3012260,0,40.8734531,-111.9046217,4130,1316,5273423.531,9616.473775
677,49,011,127100,49011127100,1271,Census Tract,G5020,S,5998938,25717,41.0282922,-111.924607,8538,2789,10596702.77,16200.62801
543,49,025,130100,49025130100,1301,Census Tract,G5020,S,9654691889,305948983,37.2750892,-111.815329,2392,3456,15768335186,783408.2467
542,49,025,130200,49025130200,1302,Census Tract,G5020,S,679220696,220221,37.1080877,-112.5304693,5275,2548,1070311729,187933.6535
60,49,045,130600,49045130600,1306,Census Tract,G5020,S,14822628507,158583552,40.5016499,-113.5949635,1717,895,25894843734,697427.9133
22,49,045,130701,49045130701,1307.01,Census Tract,G5020,S,182355410,0,40.6017019,-112.2335924,5109,1404,316664353,90286.15177
193,49,045,130704,49045130704,1307.04,Census Tract,G5020,S,3508397,469925,40.6436895,-112.305694,6070,1677,6916252.18,14938.22096
196,49,045,130705,49045130705,1307.05,Census Tract,G5020,S,17026462,20843,40.6165254,-112.3309459,5812,1544,29617083.49,25192.07715
194,49,045,130706,49045130706,1307.06,Census Tract,G5020,S,51565361,0,40.5823762,-112.3488276,6774,1957,89492821.95,48043.03798
187,49,045,130707,49045130707,1307.07,Census Tract,G5020,S,1973227614,2426303,40.2093656,-112.3750296,3909,1321,3391913656,302196.3629
188,49,045,130708,49045130708,1307.08,Census Tract,G5020,S,554598643,29432285,40.5843231,-112.4984336,7224,2034,1013537412,231380.9581
62,49,045,130800,49045130800,1308,Census Tract,G5020,S,26224243,230014,40.5902918,-112.4602683,6988,2290,45923938.6,38869.72431
61,49,045,130900,49045130900,1309,Census Tract,G5020,S,4084772,0,40.5435848,-112.3086307,5579,1973,7081058.609,12798.06126
23,49,045,131001,49045131001,1310.01,Census Tract,G5020,S,3030566,0,40.5582224,-112.2855029,2898,831,5255836.297,9075.389434
190,49,045,131003,49045131003,1310.03,Census Tract,G5020,S,2250055,0,40.5356478,-112.2863814,3800,1396,3899616.785,8210.977865
192,49,045,131004,49045131004,1310.04,Census Tract,G5020,S,955350,0,40.5459655,-112.2789489,2465,685,1656239.305,5305.675116
195,49,045,131005,49045131005,1310.05,Census Tract,G5020,S,1452060,0,40.5457948,-112.2909406,2198,720,2517352.629,6355.297052
191,49,045,131101,49045131101,1311.01,Census Tract,G5020,S,5065251,0,40.5202129,-112.3245497,4606,1444,8774674.277,12439.58967
189,49,045,131102,49045131102,1311.02,Census Tract,G5020,S,2807475,0,40.5246248,-112.307129,3986,1530,4864100.844,9563.27382
59,49,045,131200,49045131200,1312,Census Tract,G5020,S,3255229,0,40.5232166,-112.2901017,3563,1301,5639629.535,15004.28622
238,49,057,200100,49057200100,2001,Census Tract,G5020,S,2490914,0,41.2616847,-111.9491694,4586,1636,4412126.973,10476.72988
242,49,057,200202,49057200202,2002.02,Census Tract,G5020,S,2036054,0,41.2594702,-111.9636386,3978,1623,3606202.367,8187.095456
108,49,057,200203,49057200203,2002.03,Census Tract,G5020,S,2052245,0,41.2731319,-111.9580443,5420,1816,3636380.875,11329.78719
109,49,057,200204,49057200204,2002.04,Census Tract,G5020,S,2774389,0,41.2836298,-111.9564126,5209,1761,4917521.457,10362.92654
579,49,057,200301,49057200301,2003.01,Census Tract,G5020,S,2666945,0,41.2585423,-111.9791636,4805,1783,4723476.762,9321.315752
565,49,057,200302,49057200302,2003.02,Census Tract,G5020,S,7883151,0,41.2619563,-111.9978928,3519,1239,13963448.57,18270.09514
245,49,057,200400,49057200400,2004,Census Tract,G5020,S,2379840,0,41.2401363,-111.9796208,1829,701,4212622.738,9542.281698
623,49,057,200500,49057200500,2005,Census Tract,G5020,S,3159443,0,41.2423754,-111.9579413,6255,2661,5593009,13610.08143
241,49,057,200600,49057200600,2006,Census Tract,G5020,S,2868858,0,41.2466833,-111.9405548,4488,1742,5079256.438,11482.42206
246,49,057,200700,49057200700,2007,Census Tract,G5020,S,2829947,0,41.2303022,-111.9375107,3270,1436,5007888.293,9249.334491
247,49,057,200800,49057200800,2008,Census Tract,G5020,S,1807488,0,41.2270747,-111.9534311,4531,1890,3198223.734,7921.5822
248,49,057,200900,49057200900,2009,Census Tract,G5020,S,1592207,0,41.2279423,-111.9636935,4200,2108,2817373.711,8275.833056
625,49,057,201100,49057201100,2011,Census Tract,G5020,S,3872842,0,41.2224613,-111.979974,2525,1636,6851752.262,15817.38885
249,49,057,201200,49057201200,2012,Census Tract,G5020,S,1190093,0,41.2122298,-111.9755314,2378,892,2104831.809,6106.984307
113,49,057,201301,49057201301,2013.01,Census Tract,G5020,S,759130,0,41.2162978,-111.9580371,2744,1172,1342786.551,5565.467186
666,49,057,201302,49057201302,2013.02,Census Tract,G5020,S,1077621,0,41.2109491,-111.9566064,3468,1269,1905836.066,6479.544975
250,49,057,201400,49057201400,2014,Census Tract,G5020,S,1773862,0,41.2169492,-111.9400644,3213,1273,3137751.949,7740.454145
243,49,057,201500,49057201500,2015,Census Tract,G5020,S,5441323,8202,41.196536,-111.9393391,4261,1615,9633679.922,15288.88578
251,49,057,201600,49057201600,2016,Census Tract,G5020,S,1589351,0,41.1966395,-111.9533047,4156,1657,2809654.227,8473.169856
252,49,057,201700,49057201700,2017,Census Tract,G5020,S,1244106,0,41.2036941,-111.9626222,3460,1134,2199794.129,6020.521612
253,49,057,201800,49057201800,2018,Census Tract,G5020,S,1635177,0,41.2029417,-111.9765524,2421,765,2891212.828,6901.05546
239,49,057,201900,49057201900,2019,Census Tract,G5020,S,10537210,0,41.2080711,-112.0077362,1284,433,18634089.21,20477.52046
624,49,057,202000,49057202000,2020,Census Tract,G5020,S,5060880,24184,41.1722803,-111.941248,5560,2005,8982777.426,15177.05176
567,49,057,210101,49057210101,2101.01,Census Tract,G5020,S,258178301,10168584,41.3055794,-111.8804506,3965,1831,475774119.5,127555.111
564,49,057,210102,49057210102,2101.02,Census Tract,G5020,S,646650264,615911,41.3162228,-111.6383232,4301,3005,1148404638,194142.9867
254,49,057,210201,49057210201,2102.01,Census Tract,G5020,S,2888252,2346,41.3182641,-111.9529809,4532,1413,5128951.621,10656.12515
112,49,057,210203,49057210203,2102.03,Census Tract,G5020,S,2247003,0,41.308669,-111.9601975,3235,1048,3985980.672,11407.69334
641,49,057,210204,49057210204,2102.04,Census Tract,G5020,S,4551458,0,41.2980028,-111.9542177,4994,1681,8070853.762,12001.2599
642,49,057,210303,49057210303,2103.03,Census Tract,G5020,S,19222308,3012,41.3395345,-111.9882428,8164,2484,34132569.65,26379.58781
643,49,057,210304,49057210304,2103.04,Census Tract,G5020,S,9620262,0,41.3155645,-112.0035338,5762,1838,17068210.2,21061.48754
569,49,057,210305,49057210305,2103.05,Census Tract,G5020,S,3597870,0,41.2992816,-111.9888553,5785,2057,6380149.465,14709.98834
566,49,057,210306,49057210306,2103.06,Census Tract,G5020,S,6367645,0,41.2815848,-111.9815611,4824,1589,11285754.6,14261.69569
667,49,057,210404,49057210404,2104.04,Census Tract,G5020,S,26362038,685790,41.2646663,-112.0721856,2363,800,47907110.16,36301.28763
572,49,057,210405,49057210405,2104.05,Census Tract,G5020,S,12548676,0,41.2711246,-112.012144,3290,854,22233706.86,31914.75307
570,49,057,210406,49057210406,2104.06,Census Tract,G5020,S,8288599,0,41.3139292,-112.0375142,5349,1520,14704847.59,19470.51188
571,49,057,210407,49057210407,2104.07,Census Tract,G5020,S,20796559,160420,41.2998781,-112.0571159,6511,2128,37164709.8,32556.418
574,49,057,210408,49057210408,2104.08,Census Tract,G5020,S,236851743,201925135,41.2389797,-112.3061695,3571,1140,776216363.9,143308.9236
115,49,057,210508,49057210508,2105.08,Census Tract,G5020,S,1306374,0,41.1688904,-112.0596066,2411,709,2307459.809,6436.083596
114,49,057,210509,49057210509,2105.09,Census Tract,G5020,S,2298499,0,41.1696818,-112.0737799,4575,1510,4059961.48,8344.654109
116,49,057,210510,49057210510,2105.1,Census Tract,G5020,S,1901074,2826,41.1576886,-112.0744176,3626,1094,3361771.09,7341.063275
665,49,057,210511,49057210511,2105.11,Census Tract,G5020,S,3915528,0,41.1915833,-111.9931946,4202,1511,6920779.75,15331.36592
427,49,057,210512,49057210512,2105.12,Census Tract,G5020,S,9421498,0,41.1688696,-112.0041809,5165,2131,16641269.35,27121.86926
573,49,057,210513,49057210513,2105.13,Census Tract,G5020,S,3082084,0,41.189235,-112.0443123,6533,2341,5447263.816,13709.72794
575,49,057,210514,49057210514,2105.14,Census Tract,G5020,S,4901089,0,41.1868266,-112.0659504,6022,2112,8661541.398,13677.86855
576,49,057,210515,49057210515,2105.15,Census Tract,G5020,S,6857373,86,41.1729019,-112.0933052,4964,1385,12113422.61,15826.86771
578,49,057,210516,49057210516,2105.16,Census Tract,G5020,S,31615930,1969851,41.1737769,-112.14023,6014,1793,59332610.91,37360.31832
577,49,057,210517,49057210517,2105.17,Census Tract,G5020,S,14363515,0,41.2063052,-112.0756243,4639,1337,25399188.79,21476.49946
568,49,057,210518,49057210518,2105.18,Census Tract,G5020,S,30540033,814310,41.2283323,-112.0665175,7352,2522,55481452.91,49152.03322
128,49,057,210600,49057210600,2106,Census Tract,G5020,S,4123519,0,41.1849285,-112.0312764,6958,2645,7286944.152,12284.82122
129,49,057,210701,49057210701,2107.01,Census Tract,G5020,S,3001317,0,41.1692044,-112.0322992,6063,2214,5301296.051,9960.337237
130,49,057,210703,49057210703,2107.03,Census Tract,G5020,S,1544982,0,41.1684391,-112.0489915,2606,840,2728873.965,7012.164365
48,49,057,210704,49057210704,2107.04,Census Tract,G5020,S,3638745,0,41.1571483,-112.0427927,6142,2092,6424870.961,12278.27552
49,49,057,210800,49057210800,2108,Census Tract,G5020,S,1585960,0,41.1933983,-111.9697813,3168,1208,2803375.922,8643.753713
50,49,057,210900,49057210900,2109,Census Tract,G5020,S,4514100,0,41.1749563,-111.9586806,6776,2469,7974772.195,14888.7991
619,49,057,211000,49057211000,2110,Census Tract,G5020,S,1424120,0,41.1813423,-111.9780332,3314,1132,2516381.613,7766.203573
620,49,057,211100,49057211100,2111,Census Tract,G5020,S,4319446,8692,41.1641364,-111.9796548,5713,2199,7643826.242,15511.23914
244,49,057,211201,49057211201,2112.01,Census Tract,G5020,S,23275491,2014,41.1577778,-111.8871365,4922,1939,41100050.49,35070.33951
240,49,057,211202,49057211202,2112.02,Census Tract,G5020,S,8012197,52115,41.1501671,-111.9469493,6852,2796,14236081.18,20351.77595
294,49,053,270101,49053270101,2701.01,Census Tract,G5020,S,693049405,963696,37.364583,-113.3099427,4693,2002,1100518443,214528.1225
296,49,053,270102,49053270102,2701.02,Census Tract,G5020,S,1530753210,1127163,37.2598344,-113.0345176,3483,1660,2420751917,239663.6279
522,49,053,270200,49053270200,2702,Census Tract,G5020,S,1397878318,1992706,37.4620727,-113.6760178,3549,1760,2226505069,282724.8744
42,49,053,270301,49053270301,2703.01,Census Tract,G5020,S,196609139,0,37.2314171,-113.5805257,6557,2754,310705237.4,100886.9105
297,49,053,270302,49053270302,2703.02,Census Tract,G5020,S,1548874210,1142600,37.2020618,-113.8875061,3231,1575,2448536741,311518.0289
592,49,053,270401,49053270401,2704.01,Census Tract,G5020,S,19362454,127467,37.1612189,-113.6896152,7008,3010,30743750.29,32900.53416
580,49,053,270402,49053270402,2704.02,Census Tract,G5020,S,120396451,0,37.2332878,-113.6933999,2725,1402,190273797.4,71823.95647
587,49,053,270501,49053270501,2705.01,Census Tract,G5020,S,19029960,0,37.1226614,-113.6823113,2694,914,29987606.05,40227.26426
586,49,053,270502,49053270502,2705.02,Census Tract,G5020,S,10602681,15103,37.1527533,-113.6526472,5149,1851,16743844.06,22875.80604
301,49,053,270601,49053270601,2706.01,Census Tract,G5020,S,4325660,0,37.1106684,-113.6173067,7255,3362,6814277.395,14640.91127
589,49,053,270602,49053270602,2706.02,Census Tract,G5020,S,10929715,6866,37.0943195,-113.635002,1671,1694,17222267.25,23886.85972
299,49,053,270701,49053270701,2707.01,Census Tract,G5020,S,2556061,0,37.1296252,-113.6144424,5764,2180,4028595.727,9296.952934
298,49,053,270702,49053270702,2707.02,Census Tract,G5020,S,14613011,0,37.1563958,-113.6235181,5422,2896,23047704.44,29233.5823
527,49,053,270802,49053270802,2708.02,Census Tract,G5020,S,87814791,0,37.1895767,-113.490745,7387,3557,138622608.9,62817.73301
581,49,053,270803,49053270803,2708.03,Census Tract,G5020,S,58457018,30820,37.0807422,-113.4625079,5594,1749,92013753.95,57311.59624
302,49,053,270804,49053270804,2708.04,Census Tract,G5020,S,7653883,0,37.095429,-113.5115012,5760,1574,12052470.61,17374.35736
593,49,053,270805,49053270805,2708.05,Census Tract,G5020,S,7079948,0,37.1358176,-113.4917621,6380,2862,11160500.65,16902.2394
588,49,053,270806,49053270806,2708.06,Census Tract,G5020,S,12242747,0,37.1417008,-113.461733,1983,1450,19301877.49,28414.86492
526,49,053,270901,49053270901,2709.01,Census Tract,G5020,S,97569172,82768,37.1083338,-113.2942218,4085,1425,153815288.5,81474.81192
583,49,053,270903,49053270903,2709.03,Census Tract,G5020,S,9488827,0,37.1887735,-113.3029825,3976,1339,14978540.05,19863.54581
585,49,053,270904,49053270904,2709.04,Census Tract,G5020,S,22527233,1505556,37.1656891,-113.4258071,5581,2706,37927328.93,43878.14402
584,49,053,270905,49053270905,2709.05,Census Tract,G5020,S,216458395,786926,37.0576151,-113.3988379,6501,2476,342002211.7,95268.3038
523,49,053,271000,49053271000,2710,Census Tract,G5020,S,49377431,0,37.2280076,-113.2428962,4593,1669,78024887.69,50904.53742
295,49,053,271101,49053271101,2711.01,Census Tract,G5020,S,5553070,0,37.1146675,-113.5208664,6034,2352,8748751.281,16375.67226
590,49,053,271102,49053271102,2711.02,Census Tract,G5020,S,2900687,0,37.1120454,-113.5387149,5901,2269,4569659.93,9498.372042
524,49,053,271200,49053271200,2712,Census Tract,G5020,S,5402896,0,37.1111438,-113.5496953,3845,1625,8511367.242,19460.25921
521,49,053,271300,49053271300,2713,Census Tract,G5020,S,1767944,0,37.100628,-113.5697221,4380,1404,2784339.07,7286.717599
520,49,053,271400,49053271400,2714,Census Tract,G5020,S,2305525,0,37.0975726,-113.5825795,3847,1848,3630684.086,9033.676542
582,49,053,271501,49053271501,2715.01,Census Tract,G5020,S,8864784,0,37.0972527,-113.5991468,4751,1968,13959933.62,17206.49451
300,49,053,271502,49053271502,2715.02,Census Tract,G5020,S,13929361,0,37.0704622,-113.6209341,2927,1440,21920069.31,25517.38113
525,49,053,271600,49053271600,2716,Census Tract,G5020,S,14964527,0,37.0450879,-113.6146931,7244,3512,23533455.6,27042.84587
528,49,053,271702,49053271702,2717.02,Census Tract,G5020,S,73247173,0,37.028659,-113.5446505,15965,4764,115140271.7,52848.86593
43,49,053,271703,49053271703,2717.03,Census Tract,G5020,S,10847639,0,37.0763063,-113.533539,7249,2570,17073094.46,22411.58124
591,49,053,271704,49053271704,2717.04,Census Tract,G5020,S,4642605,0,37.0743642,-113.5672386,3405,1228,7306624.008,11942.05169
519,49,053,271800,49053271800,2718,Census Tract,G5020,S,4961108,0,37.0876669,-113.562385,3690,1683,7810600.777,17658.80549
518,49,047,940201,49047940201,9402.01,Census Tract,G5020,S,7470717014,30992607,39.8969114,-109.5547738,5552,2180,12762846895,670926.3371
163,49,013,940300,49013940300,9403,Census Tract,G5020,S,6263968440,32835386,40.2557216,-110.5393585,3994,2817,10836080008,644633.4496
287,49,013,940501,49013940501,9405.01,Census Tract,G5020,S,4179252,0,40.3022056,-109.984208,2888,1178,7193442.57,11874.54598
223,49,051,940501,49051940501,9405.01,Census Tract,G5020,S,2403025608,68611656,40.300733,-111.0820069,4026,3531,4254047103,438917.0853
288,49,013,940502,49013940502,9405.02,Census Tract,G5020,S,66640490,51513,40.3115865,-110.0221147,5619,1850,114823061.8,68494.87559
